ID,Checking Account Balance,Duration of Loan(months),Credit History,Purpose of Loan,Loan Amount,Savings Account Balance,Years in present employment,Installment Rate (% of disposable income),Marital Status,Co-applicant,Guarantor,Years at present Residence,Real Estate,Age,Other Installment plan credit,Housing,Number of Existing Credits,Job,No. Dependants,Foreign National,Repayment_Status
1053043622,< GHS 0,18,no credits taken,Building project,3104,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,<= 1 year,No,31,Yes,Renting,1,Skilled employee / official,1,No,Repaid
46882520,>= GHS 200,36,existing credits paid back duly till now,Entertainment set,3913,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,23,No,Renting,1,Skilled employee / official,1,No,Repaid
603972705,< GHS 0,24,existing credits paid back duly till now,Furniture,3021,< GHS 100 DM,1 <= ... < 4 years,2,Divorced,No,No,1< … <=2 years,Yes,24,No,Own House,1,Unskilled - resident,1,No,Repaid
969019163,Unknown/No Checking Account,10,existing credits paid back duly till now,New Car,1364,< GHS 100 DM,1 <= ... < 4 years,2,Widowed,No,No,>4 years,No,64,No,Renting,1,Skilled employee / official,1,No,Repaid
110731177,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Entertainment set,625,< GHS 100 DM,< 1 year,4,Married,No,Yes,<= 1 year,Yes,26,Yes,Renting,1,Unskilled - resident,1,No,Repaid
1032736721,< GHS 0,12,existing credits paid back duly till now,Education,1200,Unknown/ No savings account,1 <= ... < 4 years,4,Widowed,No,No,>4 years,No,23,Yes,Own House,1,Skilled employee / official,1,No,Repaid
1034756112,Unknown/No Checking Account,12,existing credits paid back duly till now,Entertainment set,707,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,Yes,30,Yes,Renting,2,Skilled employee / official,1,No,Repaid
372278526,Unknown/No Checking Account,24,delay in paying off in the past,Building project,2978,Unknown/ No savings account,1 <= ... < 4 years,4,Single,No,No,>4 years,Yes,32,No,Renting,2,Skilled employee / official,2,No,Repaid
660704261,Unknown/No Checking Account,15,existing credits paid back duly till now,Used Car,4657,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,1< … <=2 years,No,30,No,Renting,1,Skilled employee / official,1,No,Repaid
500439710,Unknown/No Checking Account,36,no credits taken,Others,2613,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,27,No,Renting,2,Skilled employee / official,1,No,Repaid
520325567,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,Entertainment set,10961, => GHS 1000 DM,4 <=... < 7 years,1,Single,Yes,No,1< … <=2 years,No,27,Yes,Renting,2,Skilled employee / official,1,No,Defaulted
806842205,< GHS 0,12,existing credits paid back duly till now,Furniture,7865,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,53,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
45670765,Unknown/No Checking Account,9,existing credits paid back duly till now,Entertainment set,1478,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,1< … <=2 years,No,22,No,Renting,1,Skilled employee / official,1,No,Defaulted
1232843203,< GHS 0,24,existing credits paid back duly till now,Furniture,3149,< GHS 100 DM,< 1 year,4,Single,No,No,<= 1 year,No,22,Yes,Renting,1,Skilled employee / official,1,No,Repaid
868453301,>= GHS 200,36,existing credits paid back duly till now,Entertainment set,4210,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,26,No,Renting,1,Skilled employee / official,1,No,Defaulted
705151325,Unknown/No Checking Account,9,existing credits paid back duly till now,New Car,2507,GHS 500<= ... < GHS 1000, >= 7 years,2,Single,No,No,>4 years,No,51,No,Renting,1,Unskilled - resident,1,No,Repaid
1197388516,Unknown/No Checking Account,12,existing credits paid back duly till now,Entertainment set,2141,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,3,Single,No,No,<= 1 year,No,35,No,Renting,1,Skilled employee / official,1,No,Repaid
5804333,GHS 0 < ... < GHS 200,18,existing credits paid back duly till now,Entertainment set,866,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,Yes,1< … <=2 years,Yes,25,No,Renting,1,Unskilled - resident,1,No,Repaid
774345416,Unknown/No Checking Account,4,critical account,Entertainment set,1544,< GHS 100 DM,4 <=... < 7 years,2,Single,No,No,<= 1 year,Yes,42,No,Renting,3,Unskilled - resident,2,No,Repaid
338216201,< GHS 0,24,existing credits paid back duly till now,Entertainment set,1823,< GHS 100 DM,unemployed,4,Single,No,No,1< … <=2 years,No,30,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Defaulted
745722383,GHS 0 < ... < GHS 200,6,existing credits paid back duly till now,New Car,14555,Unknown/ No savings account,unemployed,1,Single,No,No,1< … <=2 years,No,23,No,Renting,1,Unemployed/ Unskilled  - non-resident,1,No,Defaulted
937429356,GHS 0 < ... < GHS 200,21,existing credits paid back duly till now,Building project,2767,GHS 100 <= ... <  GHS 500, >= 7 years,4,Divorced,No,No,1< … <=2 years,No,61,Yes,Own House,2,Unskilled - resident,1,No,Defaulted
69296828,Unknown/No Checking Account,12,critical account,Entertainment set,1291,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,No,35,No,Renting,2,Skilled employee / official,1,No,Repaid
1021773338,< GHS 0,30,existing credits paid back duly till now,Entertainment set,2522,< GHS 100 DM, >= 7 years,1,Single,No,Yes,2<…<=3 years,No,39,No,Renting,1,Skilled employee / official,2,No,Repaid
735799983,< GHS 0,24,existing credits paid back duly till now,New Car,915,Unknown/ No savings account, >= 7 years,4,Widowed,No,No,1< … <=2 years,No,29,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
704025075,Unknown/No Checking Account,6,existing credits paid back duly till now,Entertainment set,1595,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,1< … <=2 years,No,51,No,Renting,1,Skilled employee / official,2,No,Repaid
93170052,< GHS 0,48,no credits taken,Used Car,4605,< GHS 100 DM, >= 7 years,3,Single,No,No,>4 years,No,24,No,Renting,2,Skilled employee / official,2,No,Defaulted
797293470,Unknown/No Checking Account,12,critical account,Building project,1185,< GHS 100 DM,1 <= ... < 4 years,3,Widowed,No,No,1< … <=2 years,Yes,27,No,Renting,2,Skilled employee / official,1,No,Repaid
581656093,Unknown/No Checking Account,12,all credits at this bank paid back duly,Others,3447,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,4,Widowed,No,No,2<…<=3 years,Yes,35,No,Renting,1,Unskilled - resident,2,No,Repaid
116424145,Unknown/No Checking Account,24,existing credits paid back duly till now,Building project,1258,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,<= 1 year,Yes,25,No,Renting,1,Skilled employee / official,1,No,Repaid
1031780675,Unknown/No Checking Account,12,critical account,Entertainment set,717,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,52,No,Renting,3,Skilled employee / official,1,No,Repaid
170243866,Unknown/No Checking Account,6,no credits taken,New Car,1204,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Single,No,No,<= 1 year,No,35,Yes,Own House,1,Skilled employee / official,1,Yes,Repaid
761482174,>= GHS 200,24,existing credits paid back duly till now,Furniture,1925,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,26,No,Renting,1,Skilled employee / official,1,No,Repaid
622506084,Unknown/No Checking Account,18,existing credits paid back duly till now,Entertainment set,433,< GHS 100 DM,unemployed,3,Widowed,Yes,No,>4 years,Yes,22,No,Own House,1,Skilled employee / official,1,No,Defaulted
1102257610,< GHS 0,6,critical account,New Car,666, => GHS 1000 DM,4 <=... < 7 years,3,Widowed,No,No,>4 years,Yes,39,No,Renting,2,Unskilled - resident,1,No,Repaid
1027130192,>= GHS 200,12,existing credits paid back duly till now,Furniture,2251,< GHS 100 DM,1 <= ... < 4 years,1,Widowed,No,No,1< … <=2 years,No,46,No,Renting,1,Unskilled - resident,1,No,Repaid
1097987975,GHS 0 < ... < GHS 200,30,existing credits paid back duly till now,New Car,2150,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,Yes,1< … <=2 years,No,24,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
1256058114,Unknown/No Checking Account,24,delay in paying off in the past,Furniture,4151,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,2,Single,No,No,2<…<=3 years,No,35,No,Renting,2,Skilled employee / official,1,No,Repaid
666518170,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,Furniture,2030,Unknown/ No savings account,4 <=... < 7 years,2,Single,No,No,<= 1 year,No,24,No,Renting,1,Skilled employee / official,1,No,Repaid
576684726,GHS 0 < ... < GHS 200,60,delay in paying off in the past,Entertainment set,7418,Unknown/ No savings account,1 <= ... < 4 years,1,Single,No,No,<= 1 year,Yes,27,No,Renting,1,Unskilled - resident,1,No,Repaid
211086625,Unknown/No Checking Account,24,critical account,Entertainment set,2684,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,Yes,35,No,Renting,2,Unskilled - resident,1,No,Repaid
1270099505,< GHS 0,12,all credits at this bank paid back duly,Entertainment set,2149,< GHS 100 DM,1 <= ... < 4 years,4,Divorced,No,No,<= 1 year,No,29,No,Renting,1,Skilled employee / official,1,No,Defaulted
343357217,Unknown/No Checking Account,15,existing credits paid back duly till now,Used Car,3812,GHS 100 <= ... <  GHS 500,< 1 year,1,Widowed,No,No,>4 years,No,23,No,Renting,1,Skilled employee / official,1,No,Repaid
447034316,Unknown/No Checking Account,11,critical account,Entertainment set,1154,GHS 100 <= ... <  GHS 500,unemployed,4,Widowed,No,No,>4 years,Yes,57,No,Renting,3,Unskilled - resident,1,No,Repaid
907307930,< GHS 0,12,existing credits paid back duly till now,Furniture,1657,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,27,No,Renting,1,Skilled employee / official,1,No,Repaid
1064854322,< GHS 0,24,existing credits paid back duly till now,Entertainment set,1603,< GHS 100 DM, >= 7 years,4,Widowed,No,No,>4 years,No,55,No,Renting,1,Skilled employee / official,1,No,Repaid
505935869,< GHS 0,18,critical account,New Car,5302,< GHS 100 DM, >= 7 years,2,Single,No,No,>4 years,No,36,No,Renting,3,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
212261302,Unknown/No Checking Account,12,critical account,Education,2748,< GHS 100 DM, >= 7 years,2,Widowed,No,No,>4 years,No,57,Yes,Renting,3,Unskilled - resident,1,No,Repaid
153387898,Unknown/No Checking Account,10,critical account,New Car,1231,< GHS 100 DM, >= 7 years,3,Single,No,No,>4 years,Yes,32,No,Renting,2,Unskilled - resident,2,Yes,Repaid
676846794,GHS 0 < ... < GHS 200,15,existing credits paid back duly till now,Entertainment set,802,< GHS 100 DM, >= 7 years,4,Single,No,No,2<…<=3 years,No,37,No,Renting,1,Skilled employee / official,2,No,Defaulted
392690969,Unknown/No Checking Account,36,critical account,Building project,6304,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,Yes,36,No,Renting,2,Skilled employee / official,1,No,Repaid
204328806,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,1533,< GHS 100 DM,< 1 year,4,Widowed,No,No,2<…<=3 years,No,38,Yes,Renting,1,Skilled employee / official,1,No,Repaid
21092278,< GHS 0,14,existing credits paid back duly till now,New Car,8978,< GHS 100 DM, >= 7 years,1,Divorced,No,No,>4 years,No,45,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,Yes,Defaulted
678327213,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,999,Unknown/ No savings account, >= 7 years,4,Single,No,No,1< … <=2 years,No,25,No,Renting,2,Skilled employee / official,1,No,Repaid
413792666,Unknown/No Checking Account,18,existing credits paid back duly till now,New Car,2662,Unknown/ No savings account,4 <=... < 7 years,4,Single,No,No,2<…<=3 years,No,32,No,Renting,1,Skilled employee / official,1,Yes,Repaid
729149149,Unknown/No Checking Account,12,critical account,Furniture,1402,GHS 500<= ... < GHS 1000,4 <=... < 7 years,3,Widowed,No,No,>4 years,No,37,No,Own House,1,Skilled employee / official,1,No,Repaid
12714210,GHS 0 < ... < GHS 200,48,all credits at this bank paid back duly,New Car,12169,Unknown/ No savings account,unemployed,4,Single,Yes,No,>4 years,No,36,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
849440618,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,Entertainment set,3060,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,>4 years,Yes,28,No,Renting,2,Skilled employee / official,1,No,Defaulted
565583336,< GHS 0,30,existing credits paid back duly till now,Others,11998,< GHS 100 DM,< 1 year,1,Divorced,No,No,<= 1 year,No,34,No,Renting,1,Unskilled - resident,1,No,Defaulted
70181231,Unknown/No Checking Account,9,existing credits paid back duly till now,Entertainment set,2697,< GHS 100 DM,1 <= ... < 4 years,1,Single,No,No,1< … <=2 years,Yes,32,No,Renting,1,Skilled employee / official,2,No,Repaid
128980435,Unknown/No Checking Account,18,critical account,Entertainment set,2404,< GHS 100 DM,1 <= ... < 4 years,2,Widowed,No,No,1< … <=2 years,No,26,No,Renting,2,Skilled employee / official,1,No,Repaid
510619751,< GHS 0,12,existing credits paid back duly till now,Furniture,1262,Unknown/ No savings account, >= 7 years,2,Divorced,No,No,>4 years,No,49,No,Renting,1,Unskilled - resident,1,No,Repaid
615137731,Unknown/No Checking Account,6,existing credits paid back duly till now,Furniture,4611,< GHS 100 DM,< 1 year,1,Widowed,No,No,>4 years,No,32,No,Renting,1,Skilled employee / official,1,No,Defaulted
856010561,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,1901,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Single,No,No,>4 years,No,29,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
906310294,Unknown/No Checking Account,15,critical account,Used Car,3368, => GHS 1000 DM, >= 7 years,3,Single,No,No,>4 years,No,23,No,Own House,2,Skilled employee / official,1,No,Repaid
402947047,Unknown/No Checking Account,12,existing credits paid back duly till now,Furniture,1574,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,Yes,50,No,Renting,1,Skilled employee / official,1,No,Repaid
625906644,>= GHS 200,18,all credits at this bank paid back duly,Entertainment set,1445,Unknown/ No savings account,4 <=... < 7 years,4,Single,No,No,>4 years,No,49,Yes,Renting,1,Unskilled - resident,1,No,Repaid
408492725,Unknown/No Checking Account,15,critical account,Furniture,1520,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,63,No,Renting,1,Skilled employee / official,1,No,Repaid
652560134,GHS 0 < ... < GHS 200,24,critical account,New Car,3878,GHS 100 <= ... <  GHS 500,< 1 year,4,Divorced,No,No,1< … <=2 years,No,37,No,Renting,1,Skilled employee / official,1,No,Repaid
930936808,< GHS 0,47,existing credits paid back duly till now,New Car,10722,< GHS 100 DM,< 1 year,1,Widowed,No,No,<= 1 year,Yes,35,No,Renting,1,Unskilled - resident,1,No,Repaid
182931497,< GHS 0,48,existing credits paid back duly till now,Used Car,4788,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,2<…<=3 years,No,26,No,Renting,1,Skilled employee / official,2,No,Repaid
445537373,GHS 0 < ... < GHS 200,48,delay in paying off in the past,Others,7582,GHS 100 <= ... <  GHS 500,unemployed,2,Single,No,No,>4 years,No,31,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
176204633,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Entertainment set,1092,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,Yes,>4 years,Yes,49,No,Renting,2,Skilled employee / official,1,No,Repaid
703678983,< GHS 0,24,delay in paying off in the past,Entertainment set,1024,< GHS 100 DM,< 1 year,4,Married,No,No,>4 years,Yes,48,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
69985685,Unknown/No Checking Account,12,existing credits paid back duly till now,Building project,1076,< GHS 100 DM,1 <= ... < 4 years,2,Married,No,No,1< … <=2 years,Yes,26,No,Renting,1,Skilled employee / official,1,Yes,Repaid
1051870978,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Used Car,9398,< GHS 100 DM,< 1 year,1,Married,No,No,>4 years,No,28,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
896686514,< GHS 0,24,critical account,Used Car,6419,< GHS 100 DM, >= 7 years,2,Widowed,No,No,>4 years,No,44,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
996412397,>= GHS 200,42,critical account,Used Car,4796,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,56,No,Renting,1,Skilled employee / official,1,No,Repaid
793426091,Unknown/No Checking Account,48,critical account,Building project,7629,Unknown/ No savings account, >= 7 years,4,Divorced,No,No,1< … <=2 years,No,46,Yes,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
169141272,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,Furniture,9960,< GHS 100 DM,< 1 year,1,Widowed,No,No,1< … <=2 years,No,26,No,Renting,1,Skilled employee / official,1,No,Defaulted
957446490,Unknown/No Checking Account,12,existing credits paid back duly till now,Used Car,4675,Unknown/ No savings account,< 1 year,1,Widowed,No,No,>4 years,No,20,No,Own House,1,Skilled employee / official,1,No,Repaid
737024952,Unknown/No Checking Account,10,existing credits paid back duly till now,New Car,1287,Unknown/ No savings account, >= 7 years,4,Single,Yes,No,1< … <=2 years,No,45,No,Renting,1,Unskilled - resident,1,Yes,Repaid
47561712,Unknown/No Checking Account,18,existing credits paid back duly till now,Furniture,2515,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,>4 years,Yes,43,No,Renting,1,Skilled employee / official,1,No,Repaid
688054319,GHS 0 < ... < GHS 200,21,critical account,Furniture,2745, => GHS 1000 DM,4 <=... < 7 years,3,Single,No,No,1< … <=2 years,No,32,No,Renting,2,Skilled employee / official,1,No,Repaid
1126392150,Unknown/No Checking Account,6,existing credits paid back duly till now,New Car,672,< GHS 100 DM,unemployed,1,Widowed,No,No,>4 years,Yes,54,No,Renting,1,Unemployed/ Unskilled  - non-resident,1,No,Repaid
514752280,GHS 0 < ... < GHS 200,36,no credits taken,Entertainment set,3804,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,<= 1 year,No,42,No,Renting,1,Skilled employee / official,1,No,Defaulted
705626594,>= GHS 200,24,critical account,New Car,1344,Unknown/ No savings account,4 <=... < 7 years,4,Single,No,No,1< … <=2 years,Yes,37,Yes,Renting,2,Unskilled - resident,2,No,Defaulted
1257385657,< GHS 0,10,critical account,New Car,1038,< GHS 100 DM,4 <=... < 7 years,4,Single,Yes,No,2<…<=3 years,No,49,No,Renting,2,Skilled employee / official,1,No,Repaid
1141683586,Unknown/No Checking Account,48,critical account,New Car,10127,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,44,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
764775725,Unknown/No Checking Account,6,existing credits paid back duly till now,Furniture,1543, => GHS 1000 DM,1 <= ... < 4 years,4,Divorced,No,No,1< … <=2 years,Yes,33,No,Renting,1,Skilled employee / official,1,No,Repaid
32168691,Unknown/No Checking Account,30,existing credits paid back duly till now,Used Car,4811,Unknown/ No savings account,4 <=... < 7 years,2,Widowed,No,No,>4 years,No,24,Yes,Own House,1,Unskilled - resident,1,No,Repaid
678244361,< GHS 0,12,existing credits paid back duly till now,Entertainment set,727,GHS 100 <= ... <  GHS 500,< 1 year,4,Married,No,No,2<…<=3 years,No,33,No,Renting,1,Unskilled - resident,1,No,Defaulted
804980598,GHS 0 < ... < GHS 200,8,existing credits paid back duly till now,Furniture,1237,< GHS 100 DM,1 <= ... < 4 years,3,Widowed,No,No,>4 years,Yes,24,No,Renting,1,Skilled employee / official,1,No,Defaulted
849192542,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,New Car,276,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,>4 years,Yes,22,No,Own House,1,Unskilled - resident,1,No,Repaid
1136723121,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,Others,5381,Unknown/ No savings account,unemployed,3,Single,No,No,>4 years,No,40,Yes,Renting,1,Unemployed/ Unskilled  - non-resident,1,No,Repaid
1096311961,Unknown/No Checking Account,24,existing credits paid back duly till now,Furniture,5511,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Single,No,No,<= 1 year,No,25,Yes,Renting,1,Skilled employee / official,1,No,Repaid
210101775,>= GHS 200,24,existing credits paid back duly till now,Furniture,3749,< GHS 100 DM,< 1 year,2,Widowed,No,No,>4 years,No,26,No,Renting,1,Skilled employee / official,1,No,Repaid
800824667,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,New Car,685,< GHS 100 DM,4 <=... < 7 years,2,Married,No,No,2<…<=3 years,No,25,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
756786816,>= GHS 200,4,existing credits paid back duly till now,New Car,1494,Unknown/ No savings account,< 1 year,1,Single,No,No,1< … <=2 years,Yes,29,No,Renting,1,Unskilled - resident,2,Yes,Repaid
1006197479,< GHS 0,36,all credits at this bank paid back duly,Furniture,2746,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,31,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
181154375,< GHS 0,12,existing credits paid back duly till now,Furniture,708,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,Yes,2<…<=3 years,No,38,No,Renting,1,Unskilled - resident,2,No,Repaid
196405709,GHS 0 < ... < GHS 200,24,existing credits paid back duly till now,Furniture,4351,Unknown/ No savings account,1 <= ... < 4 years,1,Widowed,No,No,>4 years,No,48,No,Renting,1,Unskilled - resident,1,No,Repaid
446105177,Unknown/No Checking Account,12,critical account,Education,701,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,32,No,Renting,2,Skilled employee / official,1,No,Repaid
1165686772,< GHS 0,15,delay in paying off in the past,Furniture,3643,< GHS 100 DM, >= 7 years,1,Widowed,No,No,>4 years,No,27,No,Renting,2,Unskilled - resident,1,No,Repaid
382130529,GHS 0 < ... < GHS 200,30,critical account,New Car,4249,< GHS 100 DM,unemployed,4,Married,No,No,1< … <=2 years,No,28,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
609989372,< GHS 0,24,existing credits paid back duly till now,Entertainment set,1938,< GHS 100 DM,< 1 year,4,Divorced,No,No,2<…<=3 years,No,32,No,Renting,1,Skilled employee / official,1,No,Defaulted
1073861414,< GHS 0,24,existing credits paid back duly till now,Used Car,2910,< GHS 100 DM,4 <=... < 7 years,2,Single,No,No,<= 1 year,No,34,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
549881234,< GHS 0,18,existing credits paid back duly till now,Furniture,2659, => GHS 1000 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,28,No,Renting,1,Skilled employee / official,1,No,Repaid
279867242,Unknown/No Checking Account,18,critical account,New Car,1028,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,2<…<=3 years,Yes,36,No,Renting,2,Skilled employee / official,1,No,Repaid
1016218783,< GHS 0,8,critical account,New Car,3398,< GHS 100 DM,4 <=... < 7 years,1,Single,No,No,>4 years,Yes,39,No,Renting,2,Unskilled - resident,1,Yes,Repaid
208390591,Unknown/No Checking Account,12,critical account,Furniture,5801,Unknown/ No savings account, >= 7 years,2,Single,No,No,>4 years,No,49,No,Own House,1,Skilled employee / official,1,No,Repaid
862999849,Unknown/No Checking Account,24,existing credits paid back duly till now,New Car,1525, => GHS 1000 DM,4 <=... < 7 years,4,Widowed,No,No,2<…<=3 years,No,34,No,Renting,1,Skilled employee / official,2,No,Repaid
474552338,>= GHS 200,36,existing credits paid back duly till now,Entertainment set,4473,< GHS 100 DM, >= 7 years,4,Single,No,No,1< … <=2 years,No,31,No,Renting,1,Skilled employee / official,1,No,Repaid
618625223,GHS 0 < ... < GHS 200,6,existing credits paid back duly till now,Entertainment set,1068,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,28,No,Renting,1,Skilled employee / official,2,No,Repaid
891733177,< GHS 0,24,critical account,Used Car,6615,< GHS 100 DM,unemployed,2,Single,No,No,>4 years,No,75,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
189617558,Unknown/No Checking Account,18,critical account,Education,1864,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,Yes,30,No,Renting,2,Skilled employee / official,1,No,Defaulted
486763547,GHS 0 < ... < GHS 200,60,existing credits paid back duly till now,New Car,7408,GHS 100 <= ... <  GHS 500,< 1 year,4,Widowed,No,No,1< … <=2 years,No,24,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
532728143,Unknown/No Checking Account,48,critical account,Used Car,11590,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,2,Widowed,No,No,>4 years,No,24,Yes,Own House,2,Unskilled - resident,1,No,Defaulted
496622176,< GHS 0,24,no credits taken,Furniture,4110,< GHS 100 DM, >= 7 years,3,Single,No,No,>4 years,No,23,Yes,Own House,2,Skilled employee / official,2,No,Defaulted
697225957,< GHS 0,6,critical account,Furniture,3384,< GHS 100 DM,1 <= ... < 4 years,1,Divorced,No,No,>4 years,Yes,44,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
269164388,GHS 0 < ... < GHS 200,13,existing credits paid back duly till now,Entertainment set,2101,< GHS 100 DM,< 1 year,2,Widowed,No,Yes,>4 years,No,23,No,Renting,1,Unskilled - resident,1,No,Repaid
899068120,< GHS 0,15,existing credits paid back duly till now,Others,1279,Unknown/ No savings account,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,No,24,No,Own House,1,Skilled employee / official,1,No,Defaulted
1027470886,< GHS 0,24,existing credits paid back duly till now,Furniture,4175,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,>4 years,No,28,No,Renting,1,Skilled employee / official,1,No,Repaid
1222917944,GHS 0 < ... < GHS 200,10,existing credits paid back duly till now,Furniture,1521,< GHS 100 DM,1 <= ... < 4 years,4,Divorced,No,No,1< … <=2 years,No,31,No,Renting,1,Unskilled - resident,1,No,Repaid
868327798,GHS 0 < ... < GHS 200,24,critical account,Education,5743,< GHS 100 DM,< 1 year,2,Widowed,No,No,>4 years,No,24,No,Renting,2,Skilled employee / official,1,No,Repaid
434915481,< GHS 0,21,existing credits paid back duly till now,Furniture,3599,< GHS 100 DM,4 <=... < 7 years,1,Widowed,No,No,>4 years,No,26,No,Own House,1,Unskilled - resident,1,No,Repaid
185715660,GHS 0 < ... < GHS 200,18,existing credits paid back duly till now,Entertainment set,3213,GHS 500<= ... < GHS 1000,< 1 year,1,Married,No,No,2<…<=3 years,Yes,25,No,Own House,1,Skilled employee / official,1,No,Repaid
483614007,GHS 0 < ... < GHS 200,18,existing credits paid back duly till now,Building project,4439,< GHS 100 DM, >= 7 years,1,Single,Yes,No,<= 1 year,Yes,33,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
423836214,>= GHS 200,10,existing credits paid back duly till now,New Car,3949,< GHS 100 DM,< 1 year,1,Single,No,Yes,<= 1 year,No,37,No,Renting,1,Unskilled - resident,2,No,Repaid
797480382,Unknown/No Checking Account,15,critical account,Entertainment set,1459,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,No,43,No,Renting,1,Unskilled - resident,1,No,Repaid
